student_id,gender,grade_level,attendance_pct,study_hours_per_day,math_score,science_score,english_score,history_score,overall_score,performance_tier
STU08641,Female,9,57.5,1.4,56.1,70.1,55.7,67.4,62.5,Low
STU08642,Female,9,65.5,3.9,62.9,59.1,75.8,70.2,65.8,Medium
STU08643,Male,10,83.3,3.9,68.6,74.5,55.5,67.2,67.5,Medium
STU08644,Male,9,77.8,5.0,75.3,50.1,52.7,90.5,66.3,Medium
STU08645,Female,11,74.0,2.5,55.8,90.7,50.5,58.0,65.6,Medium
STU08646,Female,10,62.4,4.1,67.3,71.9,71.4,52.3,66.5,Medium
STU08647,Female,11,69.0,4.2,58.3,82.5,57.4,73.8,68.5,Medium
STU08648,Male,12,85.3,4.6,70.1,72.4,74.8,61.9,70.1,High
STU08649,Male,9,62.9,4.5,73.7,59.8,63.1,62.0,65.1,Medium
STU08650,Female,11,95.1,8.0,62.3,61.2,60.1,67.9,62.6,High
STU08651,Male,11,96.4,6.4,69.7,60.8,56.9,70.7,64.7,High
STU08652,Male,11,77.6,6.0,55.1,73.0,59.9,61.2,62.6,Medium
STU08653,Female,10,82.4,5.8,59.2,58.5,73.7,60.9,62.2,High
STU08654,Male,11,76.4,3.5,54.0,84.5,74.7,72.0,70.9,Medium
STU08655,Female,12,61.5,3.5,69.6,65.3,56.8,70.2,65.9,Medium
STU08656,Male,11,75.8,1.0,77.7,87.6,46.3,74.2,73.7,Medium
STU08657,Male,11,69.8,5.0,57.9,61.5,68.4,66.2,62.7,Medium
STU08658,Female,10,81.3,4.5,66.2,60.3,71.4,71.8,66.6,High
STU08659,Male,11,94.3,5.6,65.1,47.8,54.5,58.1,56.4,High
STU08660,Male,11,67.8,1.7,62.8,67.4,56.7,77.1,65.8,Low
STU08661,Male,10,78.8,2.3,74.1,70.6,75.2,70.5,72.6,Medium
STU08662,Male,10,79.1,2.6,64.3,72.0,49.5,79.4,66.7,Medium
STU08663,Female,10,85.9,7.9,64.6,65.9,67.7,82.4,69.2,High
STU08664,Female,10,65.3,5.3,72.5,78.4,46.9,65.2,67.7,Medium
STU08665,Male,12,82.4,4.8,54.3,52.8,59.9,68.0,57.7,Medium
STU08666,Female,9,75.1,4.3,69.5,71.8,65.5,73.7,70.2,Medium
STU08667,Female,10,72.0,5.7,59.4,56.0,54.4,74.3,60.4,Medium
STU08668,Female,12,93.9,5.3,67.0,73.2,79.0,73.9,72.6,High
STU08669,Male,10,79.9,3.2,61.9,57.1,60.4,76.1,63.0,Medium
STU08670,Male,10,60.3,0.5,77.1,69.1,80.3,70.2,74.0,Low
STU08671,Male,11,53.3,2.3,47.5,68.4,64.4,59.4,59.5,Low
STU08672,Female,12,92.6,5.8,66.0,69.7,62.3,63.8,65.9,High
STU08673,Male,12,82.8,4.5,49.3,66.7,76.5,49.4,60.0,Medium
STU08674,Male,11,86.9,5.7,54.5,69.1,62.9,49.3,59.5,High
STU08675,Female,12,82.6,8.2,73.5,71.0,66.8,66.8,70.1,High
STU08676,Male,10,81.1,2.7,56.9,62.5,77.1,75.2,66.3,Medium
STU08677,Male,12,82.9,3.0,63.1,63.0,61.8,68.3,63.8,High
STU08678,Female,9,73.1,2.7,75.5,44.2,65.5,53.4,59.7,Medium
STU08679,Male,11,88.9,3.6,77.5,57.7,71.6,82.3,71.3,Medium
STU08680,Female,9,100.0,7.5,63.3,68.9,55.7,56.3,62.1,High
STU08681,Male,10,90.3,6.0,65.2,68.0,72.0,63.8,67.1,High
STU08682,Male,9,78.9,2.1,52.6,67.0,47.7,68.9,59.2,Low
STU08683,Male,9,87.7,6.5,58.4,71.2,64.6,67.6,65.3,High
STU08684,Female,12,64.9,3.4,71.2,80.4,63.1,66.7,71.4,Medium
STU08685,Male,10,79.2,4.5,57.8,77.4,65.6,57.6,65.2,Medium
STU08686,Male,10,73.7,2.6,79.6,62.1,64.3,64.7,68.3,Medium
STU08687,Male,12,83.7,4.3,74.4,62.6,70.6,67.0,68.6,Medium
STU08688,Male,12,82.7,6.5,67.9,67.8,50.2,55.5,61.8,High
STU08689,Male,10,97.4,4.0,52.8,62.2,64.7,58.0,59.0,High
STU08690,Female,12,99.1,4.8,71.0,66.8,65.3,55.7,65.5,High
STU08691,Male,11,59.1,4.7,64.8,66.1,66.7,75.4,67.7,Medium
STU08692,Male,9,67.9,4.0,60.0,58.8,80.3,68.2,65.3,Medium
STU08693,Male,10,60.4,5.3,70.3,54.2,65.5,67.1,63.9,Medium
STU08694,Female,12,82.2,5.6,72.0,68.2,63.6,65.2,67.8,High
STU08695,Male,10,79.4,5.1,73.0,77.9,55.3,73.1,71.0,Medium
STU08696,Male,11,76.6,4.7,55.7,65.1,73.6,72.1,65.4,Medium
STU08697,Female,10,38.3,2.1,60.5,71.6,72.7,70.0,68.2,Low
STU08698,Female,10,66.7,5.7,51.6,72.5,63.2,60.8,62.0,Medium
STU08699,Female,11,84.0,2.6,61.3,68.1,59.2,70.8,64.8,Medium
STU08700,Male,12,74.8,4.8,69.1,53.3,67.0,60.4,62.2,Medium
STU08701,Male,9,73.0,3.7,56.5,74.9,71.4,64.8,66.7,Low
STU08702,Female,12,62.3,1.1,64.8,81.5,57.2,75.6,70.4,Low
STU08703,Male,11,67.1,2.7,56.7,78.1,47.1,56.1,61.1,Medium
STU08704,Female,10,88.9,9.3,62.5,73.6,58.8,73.7,67.3,High
STU08705,Male,9,78.4,4.3,82.1,71.2,67.0,62.6,71.9,Medium
STU08706,Male,12,70.6,5.1,56.8,85.9,60.5,58.2,66.6,Medium
STU08707,Female,10,80.2,4.6,41.5,57.0,71.6,64.6,56.8,Medium
STU08708,Male,9,78.8,5.1,78.7,73.3,70.9,72.2,74.2,Medium
STU08709,Male,9,89.3,5.8,73.6,66.6,69.3,53.2,66.6,High
STU08710,Female,10,73.9,4.4,56.9,72.0,74.7,73.4,68.3,Medium
STU08711,Male,11,72.7,1.9,48.7,62.5,59.6,73.2,59.9,Low
STU08712,Female,12,81.3,5.5,82.5,71.7,70.1,67.1,73.7,Medium
STU08713,Female,11,75.5,3.6,70.9,66.2,65.9,69.4,68.2,Medium
STU08714,Female,12,84.0,3.4,72.0,76.0,60.2,75.3,71.5,Medium
STU08715,Female,11,68.1,1.9,63.2,57.4,52.6,74.6,61.6,Low
STU08716,Female,10,47.5,3.1,75.2,75.7,47.5,57.7,66.3,Low
STU08717,Male,11,63.8,4.1,80.3,60.9,67.5,66.0,69.1,Medium
STU08718,Female,9,84.5,1.0,56.9,62.7,70.8,55.6,61.2,Medium
STU08719,Male,11,42.8,0.5,82.5,66.5,73.9,70.2,73.5,Low
STU08720,Male,9,76.3,3.0,64.7,78.5,78.5,65.0,71.7,Medium
STU08721,Female,11,84.1,1.0,64.4,83.2,63.4,53.4,67.6,Medium
STU08722,Female,9,58.4,4.1,62.7,70.9,52.0,65.2,63.5,Low
STU08723,Male,10,96.7,5.5,54.7,68.5,64.5,60.7,62.0,High
STU08724,Female,9,68.1,5.4,70.2,79.3,61.0,68.9,70.8,Medium
STU08725,Male,10,67.0,3.3,60.5,70.3,71.2,51.0,63.7,Low
STU08726,Female,10,79.7,3.3,78.0,68.3,52.3,60.9,66.5,Medium
STU08727,Female,10,70.4,1.0,65.7,59.6,57.4,63.6,61.8,Medium
STU08728,Male,11,87.6,4.8,63.2,80.6,53.8,68.8,67.7,High
STU08729,Female,9,95.0,3.1,69.9,58.2,81.8,65.6,67.9,Medium
STU08730,Male,9,74.3,3.5,54.5,80.5,73.3,51.6,65.5,Medium
STU08731,Male,9,91.4,7.6,70.3,58.4,64.0,72.3,65.9,High
STU08732,Male,9,80.7,1.5,81.9,56.0,65.1,86.5,71.7,Medium
STU08733,Female,11,74.6,5.0,74.1,69.0,60.8,84.4,72.0,Medium
STU08734,Male,9,66.3,3.2,65.0,55.0,51.0,66.8,59.6,Medium
STU08735,Male,12,78.9,7.4,70.4,49.7,57.8,75.3,62.6,Medium
STU08736,Male,10,67.1,0.5,74.5,69.4,67.4,59.4,68.5,Low
STU08737,Male,12,87.6,3.4,70.5,72.4,48.6,66.8,66.0,Medium
STU08738,Female,10,86.0,9.2,59.3,74.2,67.9,66.1,66.8,High
STU08739,Female,10,85.6,7.4,59.2,69.1,66.7,68.7,65.6,High
STU08740,Male,11,75.9,5.3,56.1,70.8,61.6,80.1,66.4,Medium
STU08741,Male,12,82.2,5.6,50.3,60.8,61.9,49.5,55.6,Medium
STU08742,Female,11,76.5,3.2,63.5,64.3,62.2,58.8,62.5,Medium
STU08743,Female,12,92.0,4.2,70.3,64.6,53.3,70.6,65.2,Medium
STU08744,Male,12,84.5,4.7,62.1,64.0,59.0,61.8,62.0,High
STU08745,Female,9,78.9,4.4,58.5,63.0,52.0,57.0,58.2,Medium
STU08746,Female,12,67.5,4.7,65.6,74.2,53.1,65.7,65.7,Medium
STU08747,Female,11,96.8,7.6,56.2,73.3,69.6,72.5,67.3,High
STU08748,Female,9,87.4,8.3,63.8,77.4,54.7,60.4,65.4,High
STU08749,Male,11,92.1,4.7,78.4,62.6,62.9,57.7,66.4,High
STU08750,Female,12,91.0,5.3,54.2,71.2,61.0,73.0,64.4,High
STU08751,Male,11,67.2,3.2,78.7,49.2,72.7,60.6,65.0,Medium
STU08752,Male,11,95.8,8.5,71.8,75.3,69.2,68.2,71.6,High
STU08753,Male,11,70.5,4.3,46.2,74.8,70.7,63.8,63.2,Medium
STU08754,Female,10,82.4,8.7,75.7,77.7,57.8,74.4,72.5,High
STU08755,Male,12,60.3,2.4,69.8,68.9,50.0,80.1,67.6,Low
STU08756,Female,9,74.8,1.1,68.2,71.3,47.6,66.1,64.6,Low
STU08757,Male,11,87.0,7.2,72.3,69.4,70.6,59.1,68.4,High
STU08758,Male,9,71.4,6.6,79.6,74.9,75.1,66.4,74.6,Medium
STU08759,Female,12,82.4,4.0,62.6,65.7,60.3,65.7,63.7,High
STU08760,Female,12,69.0,4.1,41.4,69.6,67.8,52.0,57.3,Medium
STU08761,Male,10,82.6,6.5,63.1,64.4,76.9,59.8,65.6,High
STU08762,Male,9,69.7,1.9,68.9,68.2,50.7,71.5,65.6,Medium
STU08763,Female,11,74.0,6.3,66.7,76.9,44.3,43.8,60.7,Medium
STU08764,Male,9,65.7,2.6,59.0,68.6,48.3,58.8,59.7,Low
STU08765,Male,12,90.5,7.3,72.7,61.5,49.8,83.2,66.9,High
STU08766,Male,10,53.0,2.7,76.1,68.2,69.9,71.3,71.5,Low
STU08767,Female,12,47.0,2.0,63.5,73.5,52.2,81.0,67.7,Low
STU08768,Female,9,89.8,5.7,59.6,72.0,53.7,64.8,63.2,High
STU08769,Female,10,75.8,5.3,73.3,77.6,61.8,63.5,70.3,Medium
STU08770,Male,10,89.1,7.2,67.8,70.7,52.6,59.3,63.9,High
STU08771,Male,10,69.3,1.8,51.6,79.2,62.5,66.8,65.1,Medium
STU08772,Male,10,68.1,4.2,62.9,61.7,45.0,86.2,63.6,Medium
STU08773,Male,12,87.3,2.5,60.7,59.8,52.6,71.1,60.9,Medium
STU08774,Male,12,83.5,3.6,61.8,53.9,82.6,64.1,64.0,Medium
STU08775,Male,12,70.2,2.0,62.2,61.7,71.4,66.2,64.7,Low
STU08776,Female,11,88.4,5.8,72.9,76.2,59.7,62.5,69.2,High
STU08777,Male,9,63.5,1.7,66.6,74.7,64.5,58.2,66.9,Low
STU08778,Female,10,87.5,5.4,66.1,76.9,63.8,74.0,70.5,High
STU08779,Female,11,63.7,2.5,71.2,73.4,56.5,64.2,67.5,Low
STU08780,Male,11,84.1,5.7,66.6,47.9,58.8,81.4,62.4,Medium
STU08781,Male,11,92.0,6.4,71.8,59.0,64.4,59.7,64.1,High
STU08782,Female,9,50.8,2.8,69.0,57.7,60.9,69.6,64.1,Low
STU08783,Male,11,75.3,3.3,57.5,61.7,69.3,76.1,64.8,Medium
STU08784,Female,11,68.7,6.6,66.9,77.8,60.8,62.3,68.0,Medium
STU08785,Male,9,50.9,4.9,58.4,56.9,44.7,71.8,57.9,Medium
STU08786,Female,10,67.9,3.7,73.0,87.2,69.8,59.2,73.9,Medium
STU08787,Female,9,70.8,1.8,52.8,73.2,65.3,65.6,64.0,Medium
STU08788,Female,9,65.8,2.4,86.1,66.5,71.8,68.2,73.8,Medium
STU08789,Female,12,91.8,8.0,65.9,62.6,63.0,76.4,66.4,High
STU08790,Female,9,68.8,4.4,62.5,63.5,45.1,57.0,58.2,Medium
STU08791,Female,11,60.4,2.1,71.8,60.0,64.8,52.1,62.9,Low
STU08792,Female,11,91.2,4.5,58.8,64.1,62.0,61.7,61.6,High
STU08793,Female,10,90.3,6.3,68.6,67.4,69.1,51.8,65.0,High
STU08794,Male,11,64.8,5.9,61.9,72.9,47.6,78.4,65.6,Medium
STU08795,Female,12,56.3,6.4,68.5,54.8,60.9,48.0,58.8,Medium
STU08796,Male,10,84.9,3.0,65.5,69.5,64.2,67.2,66.8,Medium
STU08797,Female,10,89.9,4.7,54.5,67.0,48.6,57.3,57.6,High
STU08798,Female,12,89.1,4.2,69.5,63.5,54.9,57.8,62.4,Medium
STU08799,Male,11,95.3,5.4,59.0,66.2,61.9,70.5,64.0,High
STU08800,Female,12,81.3,5.8,78.1,62.3,59.3,70.9,68.2,Medium
STU08801,Male,12,57.4,2.0,56.2,52.7,70.6,48.1,56.4,Low
STU08802,Male,10,75.9,1.8,75.6,70.6,59.1,66.2,68.9,Medium
STU08803,Male,9,76.0,3.4,62.8,71.3,46.1,68.6,63.2,Medium
STU08804,Female,12,46.2,3.3,61.4,63.7,54.5,61.5,60.7,Low
STU08805,Male,12,75.9,1.5,89.1,66.1,57.9,63.2,70.8,Medium
STU08806,Male,12,53.4,1.6,67.7,74.4,70.1,65.1,69.7,Low
STU08807,Female,10,79.7,2.8,76.3,65.0,74.4,83.9,74.1,Medium
STU08808,Female,12,49.5,3.4,41.9,62.9,59.3,76.9,58.7,Low
STU08809,Male,9,92.2,8.3,62.6,66.8,66.6,53.0,62.7,High
STU08810,Male,9,94.4,6.7,54.4,73.2,71.5,62.5,65.1,High
STU08811,Female,11,84.6,7.6,75.2,69.2,54.8,63.6,67.0,High
STU08812,Male,11,84.3,4.7,58.9,74.5,70.2,76.4,69.3,Medium
STU08813,Male,11,56.6,2.3,64.5,70.0,66.2,70.2,67.6,Low
STU08814,Female,12,74.1,5.6,70.2,50.2,80.6,87.2,69.7,Medium
STU08815,Male,12,65.2,4.6,55.5,68.4,58.2,66.3,62.1,Medium
STU08816,Female,10,89.0,4.0,66.1,68.9,56.9,77.2,67.3,Medium
STU08817,Female,10,71.1,4.8,59.6,49.3,72.0,62.1,59.5,Medium
STU08818,Female,10,77.7,4.8,66.3,80.0,62.3,51.5,66.6,Medium
STU08819,Male,10,77.0,2.4,64.2,71.1,63.0,58.7,64.9,Medium
STU08820,Female,9,64.3,7.5,81.5,80.0,62.6,70.3,75.0,Medium
STU08821,Male,9,85.8,6.0,59.5,62.1,53.2,60.7,59.3,High
STU08822,Female,12,61.9,2.0,64.9,68.8,69.8,68.4,67.8,Low
STU08823,Male,11,88.2,8.5,74.6,79.8,81.0,85.3,79.6,High
STU08824,Male,12,95.6,6.5,75.9,58.7,56.8,54.1,62.6,High
STU08825,Female,12,54.5,2.8,69.4,75.9,64.2,65.8,69.6,Low
STU08826,Female,11,76.8,2.3,77.8,55.5,90.0,80.4,74.1,Medium
STU08827,Female,11,81.1,2.4,60.0,87.5,74.3,60.0,71.1,Medium
STU08828,Male,9,78.6,2.7,64.7,65.2,55.1,74.6,64.9,Medium
STU08829,Female,9,72.5,3.6,70.4,56.3,65.7,63.5,63.8,Medium
STU08830,Female,9,67.0,4.3,90.1,83.0,72.7,59.6,78.4,Medium
STU08831,Female,9,77.1,3.7,63.7,78.7,55.5,63.2,66.5,Medium
STU08832,Male,11,75.7,4.5,80.0,77.1,50.8,73.8,72.0,Medium
STU08833,Male,11,82.3,5.0,61.1,48.3,72.9,76.2,62.6,Medium
STU08834,Female,11,73.8,4.8,73.8,78.9,63.7,69.8,72.5,Medium
STU08835,Male,12,50.6,1.6,58.8,69.3,69.6,60.2,64.4,Low
STU08836,Male,11,90.0,8.7,69.5,72.2,71.4,65.5,69.9,High
STU08837,Female,9,67.7,4.4,61.7,65.4,63.2,44.3,59.6,Medium
STU08838,Female,12,86.6,3.8,73.2,71.8,56.3,71.3,69.0,Medium
STU08839,Male,10,60.1,1.0,67.0,62.5,59.6,60.5,62.9,Low
STU08840,Male,10,85.8,7.9,80.8,77.0,65.2,69.4,74.3,High
STU08841,Female,11,81.4,5.0,68.9,82.4,57.9,54.9,68.0,Medium
STU08842,Female,10,57.6,1.0,65.3,63.3,67.6,71.1,66.3,Low
STU08843,Male,11,90.2,4.7,63.2,50.8,70.8,63.0,61.0,High
STU08844,Male,10,46.0,0.5,61.8,62.4,60.4,61.0,61.5,Low
STU08845,Male,9,83.1,6.2,65.5,71.7,68.1,71.2,69.0,High
STU08846,Male,10,59.6,3.7,70.8,76.5,63.9,65.4,70.0,Medium
STU08847,Male,11,62.2,0.6,66.9,62.7,62.1,64.1,64.1,Low
STU08848,Female,12,78.7,5.3,69.3,87.0,56.2,71.1,72.4,Medium
STU08849,Male,10,69.4,1.2,58.3,58.4,59.3,68.7,60.6,Medium
STU08850,Male,11,90.2,7.3,77.5,70.9,61.5,67.1,70.2,High
STU08851,Male,12,70.7,3.0,68.4,64.6,64.8,68.9,66.6,Low
STU08852,Male,10,92.7,4.1,60.6,62.3,56.8,66.0,61.4,Medium
STU08853,Female,12,86.9,8.1,72.7,82.7,65.9,64.3,72.7,High
STU08854,Male,10,66.3,5.3,64.3,67.3,75.5,53.3,65.2,Medium
STU08855,Female,12,89.1,2.9,68.2,68.9,58.7,68.1,66.5,Medium
STU08856,Male,12,84.9,6.2,78.4,71.6,60.1,53.5,67.7,High
STU08857,Male,9,95.4,6.1,52.6,75.0,56.4,65.8,62.7,High
STU08858,Female,10,91.7,7.5,73.0,66.3,71.5,68.4,69.8,High
STU08859,Male,12,90.4,1.8,79.3,64.0,72.0,74.4,72.3,Medium
STU08860,Female,9,82.3,5.1,85.8,65.7,69.3,82.6,75.8,Medium
STU08861,Male,9,71.3,3.6,63.8,64.0,66.2,75.4,66.7,Medium
STU08862,Female,9,36.2,0.5,82.8,59.0,55.4,68.3,67.3,Low
STU08863,Female,11,43.7,3.8,64.4,62.1,52.2,54.7,59.3,Low
STU08864,Male,12,70.7,2.3,64.6,75.1,52.7,74.2,67.3,Medium
STU08865,Male,10,89.6,9.5,62.7,56.0,50.3,61.2,57.9,High
STU08866,Female,10,64.0,2.0,61.9,84.2,59.6,55.4,66.8,Medium
STU08867,Female,9,79.6,6.0,65.2,70.4,47.5,76.7,65.5,Medium
STU08868,Female,12,78.9,4.2,60.3,72.6,73.4,60.9,66.7,Medium
STU08869,Female,10,65.1,4.2,62.1,60.9,59.4,68.4,62.5,Medium
STU08870,Female,9,83.3,5.0,66.0,62.7,57.3,81.3,66.3,Medium
STU08871,Male,11,71.1,2.2,52.6,60.8,42.8,54.4,53.5,Low
STU08872,Male,9,81.2,5.1,66.9,64.1,68.3,51.0,63.2,High
STU08873,Female,12,72.0,1.2,44.9,66.9,51.6,48.5,53.6,Medium
STU08874,Female,9,82.6,6.2,61.8,66.7,76.4,73.0,68.4,High
STU08875,Male,11,51.1,3.5,72.7,61.1,56.7,69.3,65.3,Low
STU08876,Female,12,90.1,5.3,68.7,69.2,55.5,76.6,67.8,High
STU08877,Male,9,92.5,7.7,59.7,73.5,63.1,53.5,63.3,High
STU08878,Male,11,85.1,6.3,70.4,61.9,75.2,83.1,71.4,Medium
STU08879,Male,12,83.6,1.7,66.2,89.9,52.1,67.2,70.7,Medium
STU08880,Male,10,89.6,7.6,59.0,69.4,71.1,66.3,66.0,High
STU08881,Male,12,82.9,4.5,84.5,76.4,73.3,69.2,76.8,Medium
STU08882,Female,12,84.5,5.1,69.6,76.4,65.8,55.4,68.0,Medium
STU08883,Male,9,97.0,7.8,64.9,72.4,58.7,66.5,66.2,High
STU08884,Female,9,79.1,6.2,71.7,52.9,63.0,52.4,60.5,Medium
STU08885,Female,12,54.9,2.3,75.1,63.0,63.0,73.9,68.8,Low
STU08886,Male,9,68.2,3.8,68.4,62.4,60.6,65.9,64.5,Medium
STU08887,Female,12,71.9,5.6,72.8,69.5,71.9,65.8,70.2,Medium
STU08888,Female,12,81.0,4.1,60.7,69.7,74.7,72.8,68.6,Medium
STU08889,Male,9,71.0,4.4,67.4,59.9,67.1,81.8,68.0,Medium
STU08890,Female,12,86.0,6.1,75.3,61.0,60.2,68.6,66.6,High
STU08891,Female,11,85.4,4.2,72.2,81.6,68.2,58.8,71.5,Medium
STU08892,Male,9,35.3,3.6,65.3,82.3,64.4,60.4,69.2,Low
STU08893,Male,11,43.4,2.6,48.6,73.0,68.5,70.1,64.2,Low
STU08894,Female,12,74.3,2.5,64.6,71.4,66.2,71.1,68.3,Medium
STU08895,Female,9,94.6,7.3,71.4,61.4,72.5,71.7,68.7,High
STU08896,Male,10,90.1,8.6,64.6,53.2,56.9,62.0,59.1,High
STU08897,Male,11,74.5,2.8,76.0,52.9,54.1,55.9,60.7,Medium
STU08898,Male,9,79.3,2.6,73.4,72.7,61.3,62.2,68.5,Medium
STU08899,Male,11,93.6,6.9,61.7,64.5,49.3,59.8,59.7,High
STU08900,Female,12,72.9,1.1,71.6,63.0,74.9,59.0,67.2,Low
STU08901,Female,9,64.0,3.3,62.6,74.0,58.6,77.4,68.2,Medium
STU08902,Male,9,66.8,1.3,68.9,66.4,60.6,61.2,65.0,Low
STU08903,Female,12,63.1,3.3,65.8,73.5,43.9,71.7,64.9,Low
STU08904,Male,10,80.0,2.5,71.6,61.8,75.0,60.8,67.2,Low
STU08905,Male,10,80.6,3.7,63.2,76.5,57.5,62.6,65.9,Medium
STU08906,Female,11,73.2,4.1,62.8,64.8,58.9,59.9,62.0,Medium
STU08907,Male,11,83.9,5.2,67.4,51.7,54.4,54.7,57.6,Medium
STU08908,Female,9,73.1,4.0,73.9,39.0,52.3,70.3,58.4,Medium
STU08909,Female,10,59.4,3.5,67.5,72.2,61.7,82.4,70.7,Medium
STU08910,Female,11,60.1,4.5,51.2,62.0,63.5,65.7,59.8,Low
STU08911,Male,12,57.6,3.5,54.1,66.9,62.4,50.7,58.9,Medium
STU08912,Female,11,63.2,1.3,65.8,65.3,42.1,48.8,57.5,Low
STU08913,Female,9,55.6,0.6,62.8,58.8,61.1,68.3,62.4,Low
STU08914,Female,9,85.0,5.5,72.6,72.7,55.3,65.7,67.8,High
STU08915,Male,12,86.7,7.3,67.5,72.7,68.5,60.0,67.8,High
STU08916,Male,9,66.7,4.2,80.9,63.7,50.7,53.0,64.1,Medium
STU08917,Female,9,63.8,6.4,77.0,65.9,68.2,67.7,70.0,Medium
STU08918,Male,12,60.0,1.0,66.4,63.3,70.7,45.8,62.2,Low
STU08919,Female,11,69.6,5.4,60.5,60.0,62.3,59.4,60.5,Medium
STU08920,Female,10,57.2,1.5,61.7,63.1,57.0,58.3,60.5,Medium
STU08921,Male,11,72.1,5.9,79.0,71.3,58.5,61.6,69.1,Medium
STU08922,Female,12,85.2,5.0,68.7,81.2,70.3,54.5,69.9,High
STU08923,Female,10,67.9,3.0,53.2,60.8,58.6,65.2,59.0,Medium
STU08924,Female,11,49.1,1.4,65.1,74.3,53.6,68.0,66.1,Low
STU08925,Male,9,97.6,6.2,73.3,72.5,56.6,71.8,69.4,High
STU08926,Female,9,65.8,3.3,74.9,71.3,72.0,59.3,70.1,Medium
STU08927,Female,11,78.6,2.7,68.7,74.5,54.8,56.2,65.2,Medium
STU08928,Male,10,95.1,6.6,73.2,71.2,72.8,66.8,71.2,High
STU08929,Male,11,96.2,7.2,70.1,60.1,66.8,67.4,65.9,High
STU08930,Male,10,60.9,0.6,61.1,57.4,48.4,56.1,56.4,Low
STU08931,Female,12,66.1,2.1,64.0,72.8,66.3,71.2,68.5,Medium
STU08932,Male,9,94.1,5.6,52.1,77.4,63.3,75.3,66.6,High
STU08933,Male,11,93.4,6.7,73.8,63.9,68.8,67.5,68.6,High
STU08934,Male,9,72.4,4.0,72.2,68.3,65.7,48.2,64.9,Medium
STU08935,Male,11,67.1,3.5,69.6,60.0,60.5,79.8,66.9,Medium
STU08936,Male,11,63.8,2.8,55.8,70.2,52.7,67.4,61.8,Medium
STU08937,Male,9,92.6,7.7,65.4,54.5,54.2,60.2,58.8,High
STU08938,Male,12,65.1,2.4,67.0,70.0,67.2,60.7,66.7,Low
STU08939,Female,11,80.1,2.8,50.7,64.1,82.7,68.7,64.7,Medium
STU08940,Female,12,75.1,5.7,54.2,67.8,72.0,79.3,66.9,Medium
STU08941,Male,11,75.4,3.6,58.2,58.2,58.8,58.1,58.3,Medium
STU08942,Male,9,74.5,4.8,79.9,68.5,67.8,70.0,72.1,Medium
STU08943,Female,11,69.3,2.1,68.4,75.4,62.3,45.3,64.7,Low
STU08944,Male,10,57.0,2.6,55.9,62.9,61.4,75.5,63.0,Low
STU08945,Male,10,78.1,5.1,74.9,77.3,56.3,67.6,70.4,Medium
STU08946,Male,12,65.9,2.2,58.9,67.4,57.0,66.9,62.7,Low
STU08947,Female,10,46.5,3.1,65.6,65.8,60.1,66.8,64.8,Low
STU08948,Male,9,48.0,1.4,68.1,74.2,74.0,59.4,69.4,Low
STU08949,Female,11,92.4,6.2,62.8,57.1,73.1,72.6,65.1,High
STU08950,Female,12,84.1,6.4,70.6,71.9,65.0,52.6,66.3,Medium
STU08951,Male,9,81.1,4.4,62.3,58.8,58.3,52.7,58.5,Medium
STU08952,Male,9,51.5,0.5,65.4,70.9,91.3,48.8,68.9,Low
STU08953,Male,11,90.3,7.8,71.1,69.2,60.0,62.4,66.6,High
STU08954,Female,10,91.4,5.7,59.7,61.9,75.9,64.3,64.5,Medium
STU08955,Female,9,80.5,6.2,73.4,68.2,61.0,60.5,66.8,Medium
STU08956,Male,12,79.5,5.7,65.6,69.3,67.6,47.0,63.4,Medium
STU08957,Male,11,83.7,6.6,73.8,64.8,77.8,67.9,70.7,Medium
STU08958,Male,12,56.7,2.0,62.4,64.2,57.6,54.5,60.4,Low
STU08959,Male,11,70.4,5.0,64.6,64.2,59.5,59.2,62.4,Medium
STU08960,Male,9,53.9,0.5,44.9,71.4,55.6,65.8,59.2,Low
STU08961,Female,9,68.1,3.3,67.3,67.3,67.4,61.1,66.1,Medium
STU08962,Male,10,79.7,5.3,69.2,69.7,49.1,60.6,63.6,Medium
STU08963,Female,9,76.3,5.9,62.4,68.2,58.1,52.2,61.2,Medium
STU08964,Female,12,84.8,7.5,62.4,70.1,59.7,67.3,65.2,High
STU08965,Female,9,75.2,2.7,66.7,63.4,80.7,55.7,66.3,Medium
STU08966,Male,12,85.4,3.2,57.0,72.4,76.7,57.2,65.6,Medium
STU08967,Male,10,75.7,6.0,66.4,69.1,53.1,71.8,65.6,Medium
STU08968,Female,11,75.7,3.6,66.9,68.7,54.5,69.4,65.5,Medium
STU08969,Male,9,77.6,2.3,55.8,64.7,79.8,70.7,66.2,Medium
STU08970,Female,10,87.2,5.9,78.2,64.9,64.1,76.2,71.0,High
STU08971,Female,12,85.1,7.0,66.9,63.0,60.9,70.7,65.3,High
STU08972,Female,9,77.8,2.9,77.3,68.0,47.9,59.8,65.1,Medium
STU08973,Male,11,66.6,1.9,63.5,60.5,59.1,74.1,63.8,Medium
STU08974,Male,12,96.8,5.4,67.3,76.2,64.9,66.0,69.2,High
STU08975,Female,12,69.6,3.7,62.0,75.8,71.8,78.6,71.4,Medium
STU08976,Female,9,78.8,4.8,71.7,66.7,63.9,50.8,64.5,Medium
STU08977,Male,10,76.3,1.0,63.5,71.8,78.5,61.5,68.6,Medium
